occupied,azimuth,elevation,strength,current_score,proposed_score,global_hard_score,canonical_hard_score,canonical_soft_score,current_edges,proposed_edges,current_maximum,proposed_maximum
1,0,60,1.150000,0.330070,0.313745,0.350653,0.370080,0.331896,196,204,563,427.125000
1,0,60,1.350000,0.350428,0.313186,0.362805,0.360839,0.329164,206,216,650,490.125000
1,30,60,0.650000,0.413284,0.334995,0.366702,0.391138,0.349743,159,168,334,267.125000
1,30,60,0.850000,0.347332,0.335850,0.347251,0.361910,0.348904,181,189,422,334.125000
1,30,60,1,0.341059,0.333994,0.348420,0.357633,0.348997,192,197,489,382.500000
1,30,60,1.150000,0.332440,0.333973,0.353535,0.361489,0.344999,197,206,560,435.875000
1,30,60,1.350000,0.333657,0.333981,0.351960,0.355773,0.344696,209,214,648,501.500000
1,60,60,0.650000,0.394834,0.375172,0.401227,0.438429,0.381861,164,175,319,267.625000
1,60,60,0.850000,0.363237,0.361460,0.384400,0.412204,0.368510,183,193,398,338
1,60,60,1,0.343118,0.354381,0.376711,0.409992,0.363999,198,204,458,391.125000
1,60,60,1.150000,0.348069,0.351498,0.375541,0.396087,0.359778,205,214,515,440.625000
1,60,60,1.350000,0.355335,0.350396,0.375080,0.393624,0.359352,213,220,595,510.375000
1,90,60,0.650000,0.420709,0.424018,0.437449,0.458721,0.431154,165,177,321,258.750000
1,90,60,0.850000,0.372321,0.416105,0.416585,0.440611,0.423891,188,195,403,320.625000
1,90,60,1,0.359637,0.415025,0.409125,0.431824,0.418290,195,198,462,369.375000
1,90,60,1.150000,0.355406,0.412387,0.401568,0.422729,0.413948,200,203,522,416
1,90,60,1.350000,0.348123,0.405348,0.397973,0.421046,0.407137,208,212,602,478.250000
1,120,60,0.650000,0.402214,0.409860,0.430866,0.459850,0.423869,162,175,320,262.875000
1,120,60,0.850000,0.376596,0.392660,0.396731,0.462206,0.412046,191,198,398,327.625000
1,120,60,1,0.383289,0.388083,0.395186,0.449363,0.405550,202,206,454,377.375000
1,120,60,1.150000,0.367691,0.387659,0.403487,0.448665,0.401925,208,212,513,425.875000
1,120,60,1.350000,0.365570,0.385203,0.397303,0.444847,0.395190,216,219,593,489.500000
1,150,60,0.650000,0.409594,0.381092,0.409271,0.437619,0.380105,160,172,327,258.875000
1,150,60,0.850000,0.379771,0.373999,0.406900,0.433549,0.369883,183,192,407,319.500000
1,150,60,1,0.377110,0.369059,0.403743,0.421051,0.362882,193,204,469,366.500000
1,150,60,1.150000,0.345300,0.368106,0.389355,0.416846,0.361665,203,211,532,413.250000
1,150,60,1.350000,0.336907,0.362726,0.377494,0.406446,0.357986,212,222,616,476
1,180,60,0.650000,0.405904,0.354542,0.392459,0.384593,0.352515,161,169,337,265
1,180,60,0.850000,0.352743,0.340080,0.378874,0.375843,0.333930,182,187,422,327.250000
1,180,60,1,0.349446,0.343538,0.383980,0.387925,0.335871,190,195,489,380.125000
1,180,60,1.150000,0.348081,0.344017,0.403421,0.380456,0.338172,197,204,553,427.875000
1,180,60,1.350000,0.350999,0.343008,0.398883,0.384870,0.336598,207,215,642,492.125000
1,210,60,0.650000,0.405904,0.363113,0.416992,0.418852,0.373210,161,168,328,268.625000
1,210,60,0.850000,0.404797,0.364371,0.407198,0.410880,0.365581,180,190,421,337.500000
1,210,60,1,0.403210,0.368085,0.407057,0.398269,0.366129,189,195,486,386.625000
1,210,60,1.150000,0.402549,0.363750,0.402508,0.389714,0.362081,198,205,555,436
1,210,60,1.350000,0.386170,0.363516,0.395539,0.401239,0.362918,204,210,643,503.875000
1,240,60,0.650000,0.414207,0.386397,0.416409,0.432341,0.390832,164,173,329,271
1,240,60,0.850000,0.404138,0.367268,0.413615,0.417989,0.377343,186,193,410,342
1,240,60,1,0.391520,0.367792,0.406732,0.430172,0.375906,196,203,467,391.125000
1,240,60,1.150000,0.383195,0.362849,0.393176,0.430067,0.374336,201,212,530,442.375000
1,240,60,1.350000,0.375252,0.361277,0.388692,0.427054,0.374380,212,222,610,509.625000
1,270,60,0.650000,0.411147,0.426592,0.447597,0.475878,0.451942,164,175,331,262.125000
1,270,60,0.850000,0.419192,0.422480,0.452670,0.466100,0.448596,188,194,415,322
1,270,60,1,0.418332,0.421294,0.449029,0.473100,0.443794,193,203,475,370
1,270,60,1.150000,0.417486,0.419438,0.439242,0.454586,0.440610,202,209,535,417.625000
1,270,60,1.350000,0.413599,0.418511,0.433716,0.460993,0.437456,211,216,614,479.875000
1,300,60,0.650000,0.413535,0.416690,0.439433,0.444861,0.419834,162,176,326,266.250000
1,300,60,0.850000,0.390197,0.410356,0.426204,0.453772,0.413308,187,194,403,327.500000
1,300,60,1,0.357860,0.400383,0.414994,0.448586,0.405248,201,208,463,378.375000
1,300,60,1.150000,0.370263,0.398567,0.417733,0.442885,0.402274,208,211,520,424.500000
1,300,60,1.350000,0.369259,0.390577,0.402090,0.444233,0.399378,217,222,602,492.250000
1,330,60,0.650000,0.402214,0.366160,0.388783,0.401310,0.348141,162,171,331,256.750000
1,330,60,0.850000,0.361051,0.357649,0.376586,0.386947,0.337730,187,195,411,318.625000
1,330,60,1,0.368587,0.355558,0.376521,0.379488,0.333406,195,200,476,362.875000
1,330,60,1.150000,0.343868,0.353811,0.366817,0.372092,0.334923,202,206,541,412.750000
1,330,60,1.350000,0.323247,0.347060,0.356227,0.373311,0.330600,210,221,623,472.125000
1,0,75,0.650000,0.383764,0.365427,0.394415,0.407109,0.366881,167,176,328,270
1,0,75,0.850000,0.329135,0.347761,0.367007,0.408436,0.351108,184,188,408,338.250000
1,0,75,1,0.325679,0.344410,0.359443,0.410408,0.348539,193,194,468,384.500000
1,0,75,1.150000,0.325335,0.343555,0.357802,0.407896,0.346294,199,202,526,437.250000
1,0,75,1.350000,0.338129,0.338315,0.364595,0.392635,0.340438,207,213,605,503.125000
1,30,75,0.650000,0.387454,0.368819,0.393891,0.406896,0.362581,166,177,331,269.750000
1,30,75,0.850000,0.332143,0.361039,0.384206,0.388760,0.351862,185,191,415,338.125000
1,30,75,1,0.325294,0.355994,0.372605,0.378823,0.344266,194,196,477,388.875000
1,30,75,1.150000,0.343155,0.357408,0.377802,0.372888,0.342668,199,201,536,436.625000
1,30,75,1.350000,0.341712,0.354930,0.374866,0.369299,0.339405,202,208,621,506.625000
1,60,75,0.650000,0.405904,0.394003,0.434838,0.421950,0.383586,161,175,337,266.375000
1,60,75,0.850000,0.374855,0.387441,0.425048,0.412982,0.373997,181,191,423,334.250000
1,60,75,1,0.371522,0.379088,0.409107,0.412836,0.370633,189,202,482,380.125000
1,60,75,1.150000,0.383689,0.374467,0.418735,0.409970,0.369217,197,211,546,431
1,60,75,1.350000,0.357446,0.368791,0.408412,0.393717,0.362717,212,214,628,495.500000
1,90,75,0.650000,0.405904,0.419318,0.440288,0.436926,0.408514,161,178,338,259.250000
1,90,75,0.850000,0.387800,0.412927,0.433741,0.438586,0.408502,181,188,421,322.250000
1,90,75,1,0.387883,0.411556,0.435011,0.448260,0.405287,189,195,483,369.250000
1,90,75,1.150000,0.377273,0.409903,0.428791,0.434376,0.406243,195,203,549,418.375000
1,90,75,1.350000,0.373675,0.407738,0.431397,0.427870,0.404777,203,207,633,481.125000
1,120,75,0.650000,0.391144,0.390620,0.430042,0.420238,0.400262,165,174,333,259.250000
1,120,75,0.850000,0.369330,0.390634,0.421985,0.428532,0.404638,181,191,420,318
1,120,75,1,0.358851,0.391045,0.415880,0.424689,0.401851,189,198,478,366.875000
1,120,75,1.150000,0.340776,0.386151,0.410497,0.420996,0.397201,197,208,546,413.625000
1,120,75,1.350000,0.346578,0.386354,0.406565,0.425360,0.398828,207,212,624,475.625000
1,150,75,0.650000,0.387454,0.370260,0.398384,0.438619,0.396432,166,177,331,265.875000
1,150,75,0.850000,0.330138,0.367465,0.381968,0.437559,0.398750,184,195,416,331.750000
1,150,75,1,0.345380,0.363480,0.398755,0.432325,0.396438,194,200,473,379.750000
1,150,75,1.150000,0.345996,0.361581,0.388344,0.437691,0.394639,200,202,539,429.125000
1,150,75,1.350000,0.344225,0.359149,0.383818,0.441528,0.392701,207,212,618,491.375000
1,180,75,0.650000,0.372694,0.362542,0.383209,0.426588,0.390738,170,176,332,271.625000
1,180,75,0.850000,0.348194,0.354539,0.364900,0.411993,0.383507,183,185,416,335.625000
1,180,75,1,0.340752,0.350694,0.367683,0.414985,0.381152,189,195,474,387.625000
1,180,75,1.150000,0.345211,0.348858,0.372256,0.411865,0.377593,201,202,538,433.750000
1,180,75,1.350000,0.351480,0.348132,0.381950,0.416549,0.377324,207,213,623,503.500000
1,210,75,0.650000,0.398524,0.373513,0.411723,0.425994,0.393209,163,173,338,272.375000
1,210,75,0.850000,0.347681,0.363273,0.395584,0.409598,0.384054,185,189,421,337.875000
1,210,75,1,0.357816,0.359449,0.399169,0.400828,0.381271,189,194,487,390.750000
1,210,75,1.150000,0.348746,0.355373,0.384833,0.407886,0.379342,196,199,545,436.875000
1,210,75,1.350000,0.334207,0.350889,0.378152,0.401272,0.373418,200,207,631,506
1,240,75,0.650000,0.402214,0.390781,0.413006,0.439619,0.400420,162,175,343,268.625000
1,240,75,0.850000,0.368839,0.390424,0.418266,0.431775,0.399081,179,189,427,332.625000
1,240,75,1,0.373553,0.388083,0.422757,0.431014,0.395091,189,195,490,381.875000
1,240,75,1.150000,0.365201,0.386417,0.401094,0.427238,0.395571,197,202,557,433.250000
1,240,75,1.350000,0.352138,0.381210,0.398431,0.422440,0.386705,205,212,640,496.250000
1,270,75,0.650000,0.429534,0.432148,0.465923,0.435093,0.417207,161,176,341,259.125000
1,270,75,0.850000,0.413021,0.428854,0.462206,0.440024,0.413713,182,185,427,322.625000
1,270,75,1,0.416506,0.426607,0.462893,0.449736,0.415771,189,195,491,370.375000
1,270,75,1.150000,0.420510,0.426235,0.461737,0.449484,0.416819,192,201,558,419.875000
1,270,75,1.350000,0.409484,0.427132,0.459029,0.444482,0.418721,202,203,639,480.250000
1,300,75,0.650000,0.398977,0.418064,0.458840,0.416646,0.396298,163,172,342,258
1,300,75,0.850000,0.394875,0.408918,0.462814,0.423255,0.389571,178,191,421,320.875000
1,300,75,1,0.391955,0.412170,0.460227,0.420485,0.395693,191,201,489,366.625000
1,300,75,1.150000,0.407373,0.412878,0.467621,0.431128,0.398118,196,207,552,415.375000
1,300,75,1.350000,0.405141,0.411317,0.458221,0.433888,0.396906,208,213,635,477.500000
1,330,75,0.650000,0.372694,0.375659,0.406127,0.409200,0.374116,170,175,333,265.125000
1,330,75,0.850000,0.338911,0.362452,0.391008,0.405149,0.363790,187,193,417,330
1,330,75,1,0.319614,0.357882,0.381440,0.398929,0.358229,195,196,478,380.750000
1,330,75,1.150000,0.317855,0.356683,0.379074,0.397816,0.356971,202,203,540,429
1,330,75,1.350000,0.318727,0.352075,0.375399,0.393538,0.356798,208,212,624,495.250000
